Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','New York','241154',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(34,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(35,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(36,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(37,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(38,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(39,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(40,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(41,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(42,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(43,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(44,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(45,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(46,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(47,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(48,'Emperor Suite','Cairo','569849',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(49,'Single Bed Room','Cairo','569849',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(50,'Double Bed Room','Cairo','569849',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(51,'Standard Suite','Cairo','569849',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(52,'Deluxe Suite','Cairo','569849',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(1,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(2,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(3,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(4,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(5,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(6,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(7,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(8,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(9,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(10,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(11,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(12,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(13,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(14,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(15,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(16,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(17,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(18,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(19,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(20,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(21,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(22,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(23,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(24,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(25,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(26,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(27,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(28,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(29,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(30,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(31,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(32,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(33,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(34,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(35,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(36,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(37,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(38,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(39,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(40,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(41,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(42,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(43,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(44,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(45,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(46,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(47,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(48,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(49,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(50,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(51,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(52,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(53,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(54,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(55,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(56,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(57,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(58,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(59,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(60,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(61,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(62,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(63,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(64,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(65,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(66,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(67,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(68,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(69,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(70,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(71,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(72,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(73,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(74,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(75,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(76,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(77,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(78,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(79,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(80,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(81,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(82,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(83,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(84,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(85,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(86,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(87,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(88,'Emperor Suite','Pretoria','809134',1,2000);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(89,'Single Bed Room','Pretoria','809134',1,100);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(90,'Double Bed Room','Pretoria','809134',1,200);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(91,'Standard Suite','Pretoria','809134',1,400);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(92,'Deluxe Suite','Pretoria','809134',1,800);
Insert into room(room_number,type, hotel_city, hotel_pincode, isAvailable, cost) values(93,'Emperor Suite','Pretoria','809134',1,2000);
